yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yikamaci,20,"Hayir, standart yeterli",2,Ankara,Cankaya,1148
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Efeler,950
Yerinde,10,"Hayir, standart yeterli",2,Aydin,Efeler,3829
Yikamaci,20,"Hayir, standart yeterli",1,Antalya,Muratpasa,3613
Yikamaci,20,"Hayir, standart yeterli",3,Antalya,Kepez,3321
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Cukurova,1582
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,1114
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,2306
Yikamaci,20,"Hayir, standart yeterli",2,Adana,Cukurova,2022
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,1864
Yikamaci,20,"Hayir, standart yeterli",2,Ankara,Kecioren,1158
Yerinde,30,"Hayir, standart yeterli",3,Istanbul,Kadikoy,1875
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,1573
Yerinde,20,"Hayir, standart yeterli",4,Aydin,Nazilli,2727
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,657
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,3784
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Besiktas,3221
Yerinde,40,"Hayir, standart yeterli",3,Adana,Seyhan,933
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,3081
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,1129
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2074
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Cankaya,1605
Yikamaci,10,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3784
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,711
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3749
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2793
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2598
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,2703
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Kecioren,3308
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3740
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2061
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,991
Yikamaci,40,"Hayir, standart yeterli",4,Istanbul,Kadikoy,2693
Yerinde,40,"Hayir, standart yeterli",2,Ankara,Kecioren,3549
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Kepez,3586
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Seyhan,1411
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,3428
Yikamaci,20,"Hayir, standart yeterli",3,Istanbul,Besiktas,843
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2393
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,2537
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,3271
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,688
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,2969
Yikamaci,20,"Hayir, standart yeterli",4,Aydin,Nazilli,2222
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Besiktas,1382
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Kecioren,3758
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,2704
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2366
Yerinde,30,"Hayir, standart yeterli",4,Ankara,Cankaya,827
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,2495
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Efeler,1161
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Efeler,2263
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3321
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Nazilli,3165
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2794
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3843
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3401
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3586
Yikamaci,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,3370
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Cankaya,2176
Yikamaci,40,"Hayir, standart yeterli",4,Istanbul,Besiktas,2247
Yikamaci,10,"Hayir, standart yeterli",4,Adana,Cukurova,3645
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Efeler,3777
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Cankaya,882
Yerinde,10,"Hayir, standart yeterli",4,Adana,Seyhan,3659
Yerinde,10,"Hayir, standart yeterli",1,Istanbul,Besiktas,647
Yikamaci,40,"Hayir, standart yeterli",1,Ankara,Cankaya,1652
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,2221
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,1463
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2981
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,1628
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Kecioren,1691
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3787
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Cukurova,1483
Yikamaci,20,"Hayir, standart yeterli",4,Ankara,Cankaya,1337
Yerinde,20,"Hayir, standart yeterli",2,Ankara,Cankaya,1257
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Cukurova,2820
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Seyhan,1695
Yerinde,40,"Hayir, standart yeterli",2,Antalya,Muratpasa,1059
Yikamaci,30,"Hayir, standart yeterli",4,Ankara,Cankaya,2124
Yerinde,40,"Hayir, standart yeterli",1,Ankara,Cankaya,1694
Yikamaci,20,"Hayir, standart yeterli",4,Aydin,Nazilli,2045
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,860
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1651
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,999
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3865
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,1702
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,693
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,3712
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,1706
Yikamaci,20,"Hayir, standart yeterli",4,Ankara,Kecioren,1678
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,2992
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Kecioren,1215
Yerinde,30,"Hayir, standart yeterli",2,Adana,Cukurova,834
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3645
Yerinde,10,"Hayir, standart yeterli",2,Aydin,Nazilli,3703
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,2755
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2090
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,3637
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,748
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,983
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,613
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2937
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3731
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,3794
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Besiktas,2161
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,1209
Yikamaci,10,"Hayir, standart yeterli",2,Adana,Cukurova,2660
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3671
Yerinde,10,"Hayir, standart yeterli",3,Adana,Cukurova,1095
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Nazilli,3357
Yerinde,10,"Hayir, standart yeterli",1,Antalya,Kepez,2839
Yikamaci,10,"Hayir, standart yeterli",2,Adana,Cukurova,3013
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,799
Yerinde,10,"Hayir, standart yeterli",3,Adana,Seyhan,3144
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,1750
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2590
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,1663
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2430
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,2239
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Kepez,671
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,3084
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,1250
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,2757
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2401
Yerinde,30,"Hayir, standart yeterli",3,Adana,Cukurova,3755
Yerinde,10,"Hayir, standart yeterli",4,Antalya,Kepez,3795
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,2786
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Cankaya,2758
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,2353
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,1012
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3666
Yerinde,10,"Hayir, standart yeterli",4,Adana,Cukurova,1714
Yikamaci,30,"Hayir, standart yeterli",4,Adana,Cukurova,846
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,2247
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Nazilli,2812
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Nazilli,3048
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,1979
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,781
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,1103
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2905
Yerinde,10,"Hayir, standart yeterli",1,Adana,Seyhan,2774
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,2252
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,957
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Efeler,1696
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,1495
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3739
Yerinde,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,3669
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,1419
Yerinde,10,"Hayir, standart yeterli",4,Adana,Cukurova,2206
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Efeler,2939
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,2681
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Kecioren,1390
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Cukurova,3416
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,2182
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,2321
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,861
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,1012
Yerinde,30,"Hayir, standart yeterli",3,Adana,Cukurova,3181
Yerinde,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3562
Yerinde,30,"Hayir, standart yeterli",2,Antalya,Kepez,2992
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3316
Yikamaci,20,"Hayir, standart yeterli",1,Adana,Seyhan,3605
Yikamaci,10,"Hayir, standart yeterli",2,Antalya,Muratpasa,620
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3089
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3422
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2393
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,966
Yikamaci,40,"Hayir, standart yeterli",3,Antalya,Kepez,2918
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,1135
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2545
Yikamaci,20,"Hayir, standart yeterli",4,Aydin,Nazilli,3331
Yerinde,20,"Hayir, standart yeterli",4,Adana,Seyhan,1832
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3703
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,1167
Yerinde,30,"Hayir, standart yeterli",4,Adana,Seyhan,3294
Yerinde,10,"Hayir, standart yeterli",1,Adana,Cukurova,2622
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,801
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Kecioren,2412
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,3076
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Nazilli,2481
Yerinde,10,"Hayir, standart yeterli",2,Ankara,Kecioren,2636
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2923
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1528
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Cukurova,1848
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,1689
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Seyhan,3418
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,2591
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,2633
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3387
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,1845
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,995
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,1251
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1222
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,3277
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,2142
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,2006
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,2956
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,1957
Yerinde,20,"Hayir, standart yeterli",4,Aydin,Efeler,2593
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Efeler,2418
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,2989
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,3467
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,630
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2474
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,2863
Yikamaci,40,"Hayir, standart yeterli",1,Aydin,Efeler,1353
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,1625
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1721
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,3710
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,2225
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,1768
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2372
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Nazilli,1676
Yerinde,10,"Hayir, standart yeterli",2,Antalya,Muratpasa,3454
Yerinde,20,"Hayir, standart yeterli",4,Antalya,Kepez,905
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,2303
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Kecioren,3058
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3472
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3123
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3189
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Nazilli,2863
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,942
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,2945
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Kecioren,1850
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,1595
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3240
Yikamaci,30,"Hayir, standart yeterli",3,Istanbul,Besiktas,3501
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2838
Yikamaci,10,"Hayir, standart yeterli",3,Ankara,Cankaya,2238
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,2925
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3862
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,995
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,3738
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,907
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2097
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,1188
Yikamaci,20,"Hayir, standart yeterli",1,Adana,Seyhan,686
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2213
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Cankaya,1359
Yerinde,20,"Hayir, standart yeterli",3,Istanbul,Besiktas,3379
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2516
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,1087
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,1527
Yikamaci,10,"Hayir, standart yeterli",2,Adana,Cukurova,2339
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,1831
Yerinde,10,"Hayir, standart yeterli",1,Aydin,Efeler,3190
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Efeler,2223
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,2438
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Kepez,2890
Yikamaci,30,"Hayir, standart yeterli",3,Antalya,Kepez,1851
