yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Ankara,Mamak,3788
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3295
Yerinde,50,"Hayir, standart yeterli",3,Istanbul,Besiktas,5132
Yikamaci,50,"Hayir, standart yeterli",4,Adana,Yuregir,3508
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4576
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3810
Yikamaci,25,"Hayir, standart yeterli",4,Adana,Cukurova,2960
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3350
Yerinde,45,"Hayir, standart yeterli",4,Antalya,Konyaalti,3676
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Efeler,3181
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Istanbul,Sisli,5519
Yikamaci,25,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3389
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3048
Yikamaci,45,"Hayir, standart yeterli",4,Istanbul,Besiktas,5427
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Sisli,4812
Yerinde,45,"Hayir, standart yeterli",2,Istanbul,Sisli,4847
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Yuregir,2658
Yerinde,35,"Hayir, standart yeterli",1,Ankara,Kecioren,3575
Yikamaci,35,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3858
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Soke,3045
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Besiktas,4215
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3346
Yikamaci,45,"Hayir, standart yeterli",2,Aydin,Soke,3378
Yerinde,40,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5026
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Sisli,4747
Yikamaci,45,"Hayir, standart yeterli",2,Aydin,Efeler,3303
Yikamaci,35,"Hayir, standart yeterli",2,Ankara,Kecioren,4038
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Efeler,2802
Yikamaci,45,"Hayir, standart yeterli",2,Ankara,Mamak,4067
Yikamaci,45,"Hayir, standart yeterli",2,Adana,Yuregir,3190
Yikamaci,15,"Hayir, standart yeterli",4,Aydin,Nazilli,3045
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3661
Yerinde,15,"Hayir, standart yeterli",1,Adana,Seyhan,2156
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Yuregir,3023
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Adana,Yuregir,3482
Yerinde,35,"Hayir, standart yeterli",4,Antalya,Muratpasa,3367
Yikamaci,25,"Hayir, standart yeterli",3,Aydin,Nazilli,3144
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4543
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Soke,2611
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Istanbul,Sisli,5291
Yikamaci,25,"Hayir, standart yeterli",4,Adana,Cukurova,3130
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,2859
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Konyaalti,3584
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3743
Yikamaci,25,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3120
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3857
Yerinde,35,"Hayir, standart yeterli",2,Adana,Yuregir,2732
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3090
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3669
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Istanbul,Sisli,4390
Yerinde,15,"Hayir, standart yeterli",2,Istanbul,Besiktas,4332
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,3154
Yikamaci,45,"Hayir, standart yeterli",4,Adana,Seyhan,3522
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Soke,2833
Yerinde,40,"Hayir, standart yeterli",4,Adana,Cukurova,3012
Yikamaci,25,"Hayir, standart yeterli",2,Antalya,Konyaalti,3250
Yerinde,40,"Hayir, standart yeterli",3,Adana,Yuregir,2839
Yerinde,30,"Hayir, standart yeterli",2,Adana,Cukurova,2552
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Nazilli,2869
Yerinde,15,"Hayir, standart yeterli",3,Adana,Seyhan,2314
Yerinde,35,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4968
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4274
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3846
Yerinde,50,"Hayir, standart yeterli",1,Ankara,Mamak,3776
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3438
Yerinde,35,"Hayir, standart yeterli",3,Adana,Yuregir,2853
Yerinde,25,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4592
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Cankaya,4111
Yerinde,45,"Hayir, standart yeterli",3,Ankara,Mamak,4028
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4571
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Antalya,Konyaalti,3372
Yerinde,40,"Hayir, standart yeterli",2,Adana,Seyhan,2657
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2700
Yikamaci,35,"Evet, cikmasi gereken lekeler var",4,Aydin,Soke,3614
Yikamaci,50,"Hayir, standart yeterli",1,Ankara,Cankaya,4182
Yerinde,15,"Hayir, standart yeterli",2,Adana,Cukurova,2249
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4718
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3945
Yikamaci,45,"Hayir, standart yeterli",1,Adana,Cukurova,3074
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Besiktas,4828
Yerinde,15,"Hayir, standart yeterli",3,Antalya,Kepez,2957
Yerinde,15,"Hayir, standart yeterli",3,Ankara,Cankaya,3453
Yerinde,25,"Hayir, standart yeterli",3,Aydin,Efeler,2863
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,5008
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,4985
Yikamaci,45,"Hayir, standart yeterli",2,Aydin,Efeler,3360
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3946
Yerinde,50,"Hayir, standart yeterli",1,Adana,Yuregir,2735
Yerinde,15,"Hayir, standart yeterli",4,Antalya,Kepez,3082
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3814
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3190
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Kepez,3656
Yerinde,45,"Hayir, standart yeterli",3,Antalya,Muratpasa,3504
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,2863
Yerinde,50,"Hayir, standart yeterli",3,Aydin,Soke,3264
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2536
Yikamaci,15,"Hayir, standart yeterli",2,Aydin,Soke,2766
Yerinde,50,"Hayir, standart yeterli",4,Adana,Yuregir,3280
Yikamaci,35,"Evet, cikmasi gereken lekeler var",1,Antalya,Konyaalti,3521
Yerinde,45,"Hayir, standart yeterli",4,Istanbul,Besiktas,5115
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Cankaya,3408
Yerinde,30,"Hayir, standart yeterli",1,Antalya,Konyaalti,2969
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3439
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4383
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3504
Yerinde,20,"Hayir, standart yeterli",1,Antalya,Kepez,2745
Yerinde,50,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5156
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Kepez,2903
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4518
Yerinde,10,"Hayir, standart yeterli",1,Aydin,Nazilli,2239
Yerinde,15,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2665
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2343
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Soke,2695
Yerinde,25,"Hayir, standart yeterli",2,Adana,Seyhan,2379
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3050
Yikamaci,10,"Hayir, standart yeterli",2,Antalya,Muratpasa,2945
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Ankara,Mamak,3668
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4346
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2820
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3723
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3261
Yerinde,50,"Hayir, standart yeterli",2,Antalya,Muratpasa,3492
Yerinde,15,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2486
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3594
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Konyaalti,3260
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4548
Yerinde,40,"Hayir, standart yeterli",1,Ankara,Mamak,3574
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2627
Yikamaci,15,"Hayir, standart yeterli",3,Ankara,Kecioren,3650
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3145
Yerinde,15,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,2665
Yikamaci,15,"Hayir, standart yeterli",1,Adana,Cukurova,2444
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3423
Yikamaci,35,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3302
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3132
Yerinde,15,"Evet, cikmasi gereken lekeler var",2,Istanbul,Sisli,4581
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Adana,Yuregir,2965
Yerinde,35,"Hayir, standart yeterli",1,Ankara,Kecioren,3457
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Konyaalti,3348
Yerinde,40,"Hayir, standart yeterli",1,Ankara,Mamak,3558
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2916
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3339
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Kepez,3212
Yerinde,15,"Hayir, standart yeterli",2,Antalya,Kepez,2801
Yikamaci,15,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3682
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3237
Yerinde,35,"Hayir, standart yeterli",2,Ankara,Kecioren,3656
Yerinde,35,"Hayir, standart yeterli",4,Aydin,Efeler,3222
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2946
Yerinde,45,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4930
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3461
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Konyaalti,3774
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3353
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Adana,Yuregir,3225
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Adana,Yuregir,3034
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Besiktas,4909
Yikamaci,35,"Hayir, standart yeterli",2,Aydin,Soke,3142
Yerinde,45,"Hayir, standart yeterli",3,Adana,Cukurova,3012
Yerinde,45,"Evet, cikmasi gereken lekeler var",2,Adana,Yuregir,3130
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4769
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3962
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Antalya,Konyaalti,3692
Yerinde,35,"Hayir, standart yeterli",2,Aydin,Soke,2899
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2818
Yerinde,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,3289
Yerinde,50,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5583
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3762
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3950
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3507
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Antalya,Konyaalti,3214
Yerinde,20,"Hayir, standart yeterli",1,Antalya,Konyaalti,2719
Yikamaci,25,"Hayir, standart yeterli",3,Istanbul,Besiktas,4895
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Konyaalti,3067
Yikamaci,25,"Hayir, standart yeterli",2,Aydin,Soke,2894
Yerinde,45,"Hayir, standart yeterli",3,Istanbul,Sisli,4914
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3185
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Mamak,3956
Yerinde,40,"Hayir, standart yeterli",4,Antalya,Konyaalti,3515
Yerinde,35,"Hayir, standart yeterli",3,Istanbul,Besiktas,4865
Yerinde,50,"Hayir, standart yeterli",1,Antalya,Muratpasa,3338
Yikamaci,25,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4541
Yikamaci,40,"Hayir, standart yeterli",3,Ankara,Cankaya,4125
Yikamaci,25,"Hayir, standart yeterli",3,Aydin,Nazilli,3172
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3520
Yikamaci,50,"Hayir, standart yeterli",3,Adana,Seyhan,3378
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4297
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,3183
Yikamaci,45,"Hayir, standart yeterli",3,Antalya,Konyaalti,3727
Yikamaci,35,"Hayir, standart yeterli",4,Ankara,Kecioren,4325
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3742
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Sisli,5011
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3763
Yikamaci,15,"Hayir, standart yeterli",2,Adana,Cukurova,2529
Yerinde,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,3184
Yerinde,20,"Hayir, standart yeterli",1,Antalya,Muratpasa,2627
Yikamaci,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3449
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Istanbul,Sisli,4956
Yerinde,40,"Hayir, standart yeterli",1,Ankara,Kecioren,3542
Yerinde,15,"Hayir, standart yeterli",3,Adana,Cukurova,2452
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3202
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3747
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3284
Yerinde,10,"Hayir, standart yeterli",1,Adana,Cukurova,1901
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Soke,3245
Yikamaci,45,"Hayir, standart yeterli",4,Istanbul,Sisli,5426
Yerinde,45,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4009
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5050
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Yuregir,2888
Yikamaci,15,"Hayir, standart yeterli",1,Adana,Cukurova,2436
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3553
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5331
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Mamak,3321
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Mamak,3742
Yerinde,25,"Hayir, standart yeterli",3,Aydin,Soke,2729
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Ankara,Mamak,4393
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Adana,Yuregir,3339
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Antalya,Konyaalti,3223
Yerinde,25,"Hayir, standart yeterli",4,Aydin,Soke,2958
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2638
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2828
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Adana,Yuregir,3602
Yikamaci,25,"Hayir, standart yeterli",4,Aydin,Efeler,3174
Yerinde,50,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3119
Yikamaci,20,"Hayir, standart yeterli",4,Adana,Yuregir,2982
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Yuregir,2510
Yerinde,50,"Hayir, standart yeterli",3,Ankara,Kecioren,4039
Yerinde,25,"Hayir, standart yeterli",4,Ankara,Cankaya,3715
Yikamaci,35,"Hayir, standart yeterli",1,Istanbul,Sisli,4747
Yikamaci,15,"Hayir, standart yeterli",4,Ankara,Kecioren,3945
Yerinde,35,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4796
Yerinde,10,"Hayir, standart yeterli",1,Adana,Yuregir,2088
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Soke,3343
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Cukurova,2669
Yerinde,50,"Hayir, standart yeterli",2,Adana,Seyhan,2968
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3431
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3700
Yerinde,25,"Hayir, standart yeterli",4,Istanbul,Sisli,4835
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,3744
Yikamaci,40,"Hayir, standart yeterli",1,Aydin,Efeler,3041
Yikamaci,35,"Hayir, standart yeterli",2,Ankara,Mamak,3968
Yerinde,20,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4424
Yerinde,35,"Hayir, standart yeterli",2,Antalya,Kepez,3105
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3181
Yikamaci,10,"Hayir, standart yeterli",1,Istanbul,Besiktas,4379
Yerinde,15,"Hayir, standart yeterli",1,Aydin,Nazilli,2236
Yikamaci,25,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4918
Yerinde,25,"Hayir, standart yeterli",1,Ankara,Mamak,3246
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4905
Yerinde,15,"Hayir, standart yeterli",4,Aydin,Efeler,2833
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5016
Yikamaci,25,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2900
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3609
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Kecioren,3750
Yikamaci,50,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5886
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,2968
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Sisli,4930
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Soke,3218
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3096
Yerinde,20,"Hayir, standart yeterli",2,Ankara,Cankaya,3328
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2767
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5150
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4194
Yerinde,25,"Hayir, standart yeterli",1,Adana,Yuregir,2252
Yerinde,40,"Hayir, standart yeterli",4,Adana,Seyhan,3042
Yikamaci,40,"Hayir, standart yeterli",3,Ankara,Mamak,4218
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5263
Yerinde,45,"Hayir, standart yeterli",1,Aydin,Efeler,2977
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3485
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,3172
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Antalya,Konyaalti,3723
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Konyaalti,3009
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Mamak,3897
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,4974
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,3411
Yerinde,25,"Hayir, standart yeterli",1,Ankara,Mamak,3208
Yerinde,25,"Hayir, standart yeterli",1,Adana,Yuregir,2285
Yerinde,50,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5315
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Istanbul,Sisli,5386
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2808
Yikamaci,50,"Hayir, standart yeterli",1,Antalya,Konyaalti,3525
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3015
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Cankaya,3238
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3179
Yerinde,35,"Hayir, standart yeterli",4,Adana,Seyhan,2995
Yikamaci,10,"Hayir, standart yeterli",2,Antalya,Muratpasa,2916
Yerinde,30,"Hayir, standart yeterli",2,Antalya,Muratpasa,3024
Yerinde,20,"Hayir, standart yeterli",2,Ankara,Mamak,3292
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3010
Yikamaci,15,"Hayir, standart yeterli",4,Istanbul,Besiktas,4877
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5127
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Kepez,3190
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3467
Yerinde,25,"Hayir, standart yeterli",2,Aydin,Nazilli,2577
Yikamaci,20,"Hayir, standart yeterli",2,Adana,Yuregir,2740
Yerinde,45,"Hayir, standart yeterli",3,Antalya,Kepez,3412
Yerinde,15,"Hayir, standart yeterli",4,Ankara,Cankaya,3648
Yikamaci,15,"Hayir, standart yeterli",1,Aydin,Nazilli,2628
Yerinde,50,"Hayir, standart yeterli",4,Ankara,Mamak,4326
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5382
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3031
Yikamaci,50,"Hayir, standart yeterli",1,Adana,Seyhan,3162
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3383
Yerinde,25,"Hayir, standart yeterli",4,Ankara,Kecioren,3650
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Mamak,3359
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3180
Yerinde,25,"Hayir, standart yeterli",2,Ankara,Kecioren,3433
Yikamaci,50,"Hayir, standart yeterli",2,Ankara,Cankaya,4165
Yerinde,45,"Hayir, standart yeterli",4,Adana,Seyhan,3209
Yerinde,35,"Evet, cikmasi gereken lekeler var",3,Adana,Yuregir,3033
Yikamaci,50,"Hayir, standart yeterli",2,Aydin,Soke,3388
Yerinde,35,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3618
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Mamak,3930
Yerinde,40,"Hayir, standart yeterli",2,Ankara,Mamak,3849
Yerinde,25,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4830
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2685
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Antalya,Konyaalti,3744
Yerinde,25,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3822
Yerinde,45,"Hayir, standart yeterli",1,Antalya,Kepez,3244
Yerinde,50,"Hayir, standart yeterli",4,Aydin,Soke,3419
Yikamaci,45,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,5181
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2584
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3315
Yikamaci,35,"Hayir, standart yeterli",2,Adana,Cukurova,2872
